;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
216;197 000 км;Ford Focus III;450 000 ₽;2012;механика;хэтчбек 5 дв.;передний;синий;1.6 л/105л.с./Бензин
217;132 000 км;Ford Focus II;295 000 ₽;2007;механика;седан;передний;синий;1.8 л/125л.с./Бензин
218;196 500 км;Ford Focus II;256 000 ₽;2005;механика;хэтчбек 3 дв.;передний;синий;1.6 л/115л.с./Бензин
219;224 626 км;Ford Focus II Рестайлинг;390 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.6 л/100л.с./Бензин
220;140 670 км;Ford Focus III Рестайлинг;609 000 ₽;2017;робот;универсал 5 дв.;передний;чёрный;1.6 л/105л.с./Бензин
221;68 990 км;Ford Focus III;615 000 ₽;2012;робот;хэтчбек 5 дв.;передний;синий;1.6 л/125л.с./Бензин
222;250 000 км;Ford Focus II Рестайлинг;339 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.6 л/115л.с./Бензин
223;373 823 км;Ford Focus II Рестайлинг;285 000 ₽;2008;механика;хэтчбек 5 дв.;передний;чёрный;1.4 л/80л.с./Бензин
224;135 000 км;Ford Focus II;375 000 ₽;2006;механика;седан;передний;серый;1.4 л/80л.с./Бензин
225;185 000 км;Ford Focus III;568 000 ₽;2011;робот;хэтчбек 5 дв.;передний;серый;2.0 л/150л.с./Бензин
226;232 750 км;Ford Focus II Рестайлинг;340 000 ₽;2008;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
227;107 000 км;Ford Focus III;600 000 ₽;2014;робот;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
228;73 127 км;Ford Focus III;539 000 ₽;2013;робот;хэтчбек 5 дв.;передний;серый;1.6 л/125л.с./Бензин
229;149 500 км;Ford Focus III;539 000 ₽;2012;механика;хэтчбек 5 дв.;передний;синий;1.6 л/85л.с./Бензин
230;169 752 км;Ford Focus III;450 000 ₽;2013;робот;универсал 5 дв.;передний;голубой;1.6 л/125л.с./Бензин
231;156 000 км;Ford Focus II;239 000 ₽;2006;механика;седан;передний;белый;1.6 л/100л.с./Бензин
232;146 000 км;Ford Focus II Рестайлинг;420 000 ₽;2010;механика;седан;передний;синий;1.8 л/125л.с./Бензин
233;50 000 км;Ford Focus III Рестайлинг;850 000 ₽;2017;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
234;220 000 км;Ford Focus III;400 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.6 л/85л.с./Бензин
235;267 311 км;Ford Focus I Рестайлинг;200 000 ₽;2004;механика;седан;передний;голубой;1.6 л/100л.с./Бензин
236;96 570 км;Ford Focus III Рестайлинг;965 599 ₽;2018;робот;универсал 5 дв.;передний;белый;1.6 л/125л.с./Бензин
237;160 000 км;Ford Focus II;375 000 ₽;2008;механика;универсал 5 дв.;передний;серый;1.6 л/100л.с./Бензин
238;49 000 км;Ford Focus III;710 000 ₽;2013;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
239;169 000 км;Ford Focus II;306 000 ₽;2006;автомат;седан;передний;серебристый;1.6 л/100л.с./Бензин
240;158 000 км;Ford Focus II Рестайлинг;435 000 ₽;2011;автомат;хэтчбек 5 дв.;передний;серый;1.6 л/100л.с./Бензин
241;133 000 км;Ford Focus II Рестайлинг;295 000 ₽;2008;механика;универсал 5 дв.;передний;синий;1.4 л/80л.с./Бензин
242;135 520 км;Ford Focus III Рестайлинг;645 000 ₽;2017;механика;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
243;170 000 км;Ford Focus II Рестайлинг;390 000 ₽;2008;механика;универсал 5 дв.;передний;серый;1.8 л/116л.с./Дизель
244;78 600 км;Ford Focus III;599 000 ₽;2013;робот;седан;передний;чёрный;1.6 л/125л.с./Бензин
245;162 568 км;Ford Focus III;445 000 ₽;2011;механика;хэтчбек 5 дв.;передний;коричневый;1.6 л/105л.с./Бензин
246;77 000 км;Ford Focus III Рестайлинг;890 000 ₽;2018;робот;седан;передний;синий;1.6 л/125л.с./Бензин
247;200 000 км;Ford Focus III;570 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;2.0 л/150л.с./Бензин
248;138 000 км;Ford Focus II Рестайлинг;365 000 ₽;2009;механика;хэтчбек 3 дв.;передний;фиолетовый;1.6 л/100л.с./Бензин
249;210 000 км;Ford Focus II Рестайлинг;280 000 ₽;2008;механика;хэтчбек 5 дв.;передний;голубой;1.6 л/100л.с./Бензин
250;250 000 км;Ford Focus II Рестайлинг;180 000 ₽;2007;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
251;143 000 км;Ford Focus III;578 000 ₽;2012;робот;хэтчбек 5 дв.;передний;серый;2.0 л/150л.с./Бензин
252;134 567 км;Ford Focus II Рестайлинг;240 000 ₽;2007;механика;универсал 5 дв.;передний;белый;1.8 л/125л.с./Бензин
253;200 000 км;Ford Focus II;270 000 ₽;2006;механика;универсал 5 дв.;передний;серебристый;1.6 л/115л.с./Бензин
254;234 000 км;Ford Focus II;275 000 ₽;2006;механика;седан;передний;белый;1.6 л/100л.с./Бензин
255;258 900 км;Ford Focus II;220 000 ₽;2007;механика;универсал 5 дв.;передний;чёрный;1.8 л/116л.с./Дизель
256;233 800 км;Ford Focus II Рестайлинг;370 000 ₽;2010;механика;хэтчбек 5 дв.;передний;фиолетовый;1.8 л/125л.с./Бензин
257;176 000 км;Ford Focus III;480 000 ₽;2013;механика;седан;передний;серый;1.6 л/105л.с./Бензин
258;120 000 км;Ford Focus II;320 000 ₽;2005;автомат;седан;передний;синий;1.6 л/100л.с./Бензин
259;110 000 км;Ford Focus III;534 000 ₽;2012;механика;седан;передний;коричневый;1.6 л/105л.с./Бензин
260;85 000 км;Ford Focus III;565 000 ₽;2011;механика;седан;передний;чёрный;1.6 л/125л.с./Бензин
261;260 000 км;Ford Focus II;280 000 ₽;2006;механика;хэтчбек 5 дв.;передний;серый;1.6 л/115л.с./Бензин
262;139 275 км;Ford Focus II Рестайлинг;457 000 ₽;2011;механика;седан;передний;синий;1.6 л/100л.с./Бензин
263;162 223 км;Ford Focus II Рестайлинг;427 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.6 л/100л.с./Бензин
264;210 000 км;Ford Focus II Рестайлинг;280 000 ₽;2007;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/115л.с./Бензин
265;133 000 км;Ford Focus III;480 000 ₽;2013;робот;седан;передний;белый;1.6 л/105л.с./Бензин
266;67 959 км;Ford Focus III Рестайлинг;1 200 000 ₽;2017;автомат;универсал 5 дв.;передний;белый;1.5 л/150л.с./Бензин
267;230 000 км;Ford Focus II Рестайлинг;400 000 ₽;2010;механика;седан;передний;серый;1.8 л/125л.с./Бензин
268;129 565 км;Ford Focus II Рестайлинг;370 000 ₽;2009;механика;седан;передний;серебристый;1.8 л/125л.с./Бензин
269;126 000 км;Ford Focus II;260 000 ₽;2006;механика;хэтчбек 5 дв.;передний;синий;1.6 л/100л.с./Бензин
270;226 000 км;Ford Focus II Рестайлинг;355 000 ₽;2008;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
271;227 000 км;Ford Focus I Рестайлинг;120 000 ₽;2002;механика;хэтчбек 3 дв.;передний;жёлтый;2.0 л/131л.с./Бензин
272;235 000 км;Ford Focus II;229 499 ₽;2006;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
273;214 000 км;Ford Focus II Рестайлинг;355 000 ₽;2008;автомат;седан;передний;синий;1.6 л/100л.с./Бензин
274;170 000 км;Ford Focus III;415 000 ₽;2011;механика;седан;передний;серый;1.6 л/105л.с./Бензин
275;205 000 км;Ford Focus II;260 000 ₽;2007;автомат;седан;передний;чёрный;2.0 л/145л.с./Бензин
276;100 000 км;Ford Focus III;650 000 ₽;2013;робот;седан;передний;серый;2.0 л/150л.с./Бензин
277;114 000 км;Ford Focus III;499 000 ₽;2012;механика;седан;передний;белый;1.6 л/105л.с./Бензин
278;219 000 км;Ford Focus II Рестайлинг;310 000 ₽;2008;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
279;160 000 км;Ford Focus II Рестайлинг;460 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/125л.с./Бензин
280;76 000 км;Ford Focus II Рестайлинг;450 000 ₽;2010;механика;седан;передний;синий;1.4 л/80л.с./Бензин
281;68 500 км;Ford Focus III;495 000 ₽;2013;робот;седан;передний;белый;1.6 л/125л.с./Бензин
282;178 250 км;Ford Focus II Рестайлинг;415 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;оранжевый;1.6 л/100л.с./Бензин
283;205 000 км;Ford Focus II Рестайлинг;395 000 ₽;2010;автомат;хэтчбек 3 дв.;передний;синий;1.6 л/100л.с./Бензин
284;127 000 км;Ford Focus III;450 000 ₽;2011;механика;хэтчбек 5 дв.;передний;коричневый;1.6 л/125л.с./Бензин
285;91 500 км;Ford Focus III;565 000 ₽;2013;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
286;207 000 км;Ford Focus II Рестайлинг;320 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.6 л/115л.с./Бензин
287;29 000 км;Ford Focus III Рестайлинг;799 000 ₽;2017;робот;хэтчбек 5 дв.;передний;бежевый;1.6 л/125л.с./Бензин
288;189 000 км;Ford Focus II;280 000 ₽;2007;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
289;103 200 км;Ford Focus II Рестайлинг;499 000 ₽;2010;механика;хэтчбек 5 дв.;передний;серебристый;1.8 л/125л.с./Бензин
290;54 000 км;Ford Focus III;790 000 ₽;2015;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
291;123 965 км;Ford Focus III;585 000 ₽;2013;механика;хэтчбек 5 дв.;передний;коричневый;1.6 л/125л.с./Бензин
292;73 900 км;Ford Focus III Рестайлинг;800 000 ₽;2015;механика;хэтчбек 5 дв.;передний;серый;1.6 л/105л.с./Бензин
293;220 000 км;Ford Focus II Рестайлинг;374 000 ₽;2010;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
294;109 000 км;Ford Focus II Рестайлинг;415 000 ₽;2010;механика;седан;передний;фиолетовый;1.8 л/125л.с./Бензин
